comuna;cut_comuna;id;año;variable;valor;medida;estandar
TALCA;7101;EA_22;2021;Consumo de energía eléctrica per cápita residencial;8,46447737084789e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
TALCA;7101;EA_33a;2022;Densidad de hogares en campamentos;4,44444444444444e+01;Densidad (Número hogares/ha);Sin estándar
TALCA;7101;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;6,40000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
TALCA;7101;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;0,00000000000000e+00;Índice;Sin estándar
TALCA;7101;BPU_7;2020;Distancia a centros de salud primaria;1,16522000000000e+03;m;Hasta 1.500 metros de distancia
TALCA;7101;BPU_3;2020;Distancia a establecimientos de educación básica;8,28700000000000e+02;m;Hasta 1.000 metros de distancia
TALCA;7101;BPU_1;2020;Distancia a establecimientos de educación inicial;5,32780000000000e+02;m;Hasta 400 metros de distancia
TALCA;7101;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,70000000000000e+02;m;400 metros de distancia máxima
TALCA;7101;BPU_22;2019;Distancia a parques públicos;1,02283416400000e+03;m;Hasta 3.000 metros de distancia
TALCA;7101;BPU_20;2019;Distancia a plazas públicas;2,40031788000000e+02;m;Hasta 400 metros de distancia
TALCA;7101;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,44200000000000e+03;m;Sin estándar
TALCA;7101;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;1,32188775500000e+01;Número de horas promedio / año;Sin estándar
TALCA;7101;EA_35;2018;Número de microbasurales por cada 10.000 habitantes;0,00000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
TALCA;7101;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;3,03344339879921e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
TALCA;7101;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;6,29345103485313e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
TALCA;7101;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);4,23872945979834e+01;Porcentaje;Hasta 30%
TALCA;7101;IS_201;2020;Población estimada de migrantes internacionales por comuna;1,44050000000000e+04;Porcentaje;Sin estándar
TALCA;7101;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;3,51000000000000e+01;Porcentaje;Sin estándar
TALCA;7101;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;3,18962231644837e-01;Porcentaje;Sin estándar
TALCA;7101;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;5,44000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;8,26000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;3,42000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;1,70900000000000e+01;Porcentaje;Sin estándar
TALCA;7101;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;7,98000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;1,68000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;4,91748639950752e-03;Porcentaje;Sin estándar
TALCA;7101;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;3,55700000000000e+01;Porcentaje;100% de veredas en buen estado
TALCA;7101;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,09892006234692e+01;Porcentaje;Sin estándar
TALCA;7101;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;9,58200000000000e+01;Porcentaje;Sin estándar
TALCA;7101;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,65900000000000e+01;Porcentaje;Sin estándar
TALCA;7101;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;8,02500000000000e+01;Porcentaje;Sin estándar
TALCA;7101;EA_36;2022;Porcentaje de residuos municipales valorizados;1,37486176371252e+00;Porcentaje;Sin estándar
TALCA;7101;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;5,95744680851064e+01;Porcentaje;100% de las UUVV de una comuna.
TALCA;7101;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,84000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;5,69000000000000e+00;Porcentaje;Sin estándar
TALCA;7101;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,03500000000000e+01;Porcentaje;Hasta 10%
TALCA;7101;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;3,85696630586829e-01;Porcentaje;Sin estándar
TALCA;7101;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;1,00500000000000e+01;Número de intersecciones promedio.;Sin estándar
TALCA;7101;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,45000000000000e+00;Relación (Matrículas / Población);Desde 1
TALCA;7101;IS_32;2018;Requerimiento de viviendas nuevas urbanas;3,22800000000000e+03;Número de viviendas;Sin estándar
TALCA;7101;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);2,62000000000000e+00;m²/hab;Sin estándar
TALCA;7101;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);5,25000000000000e+00;m²/hab;Sin estándar
TALCA;7101;BPU_29;2018;Superficie de áreas verdes públicas por habitante;7,15000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
TALCA;7101;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;7,12039323486931e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
TALCA;7101;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;2,56479107840381e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
TALCA;7101;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,71355872108787e+02;Tasa;Sin estándar
TALCA;7101;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;7,42486495505454e+01;Tasa;Sin estándar
TALCA;7101;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;8,15066636077335e+01;Tasa;Sin estándar
TALCA;7101;IS_39a;2018;Índice de segregación de la población vulnerable;3,80641101759745e-01;Índice;Sin estándar
TALCAHUANO;8110;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;1,21700000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
TALCAHUANO;8110;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;1,24000000000000e+00;Relación (Número de luminarias / 50 m de red vial);Sin estándar
TALCAHUANO;8110;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,17591789735958e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
TALCAHUANO;8110;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;3,95624691342432e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
TALCAHUANO;8110;EA_22;2021;Consumo de energía eléctrica per cápita residencial;6,92915470454129e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
TALCAHUANO;8110;EA_33a;2022;Densidad de hogares en campamentos;3,75944394076760e+01;Densidad (Número hogares/ha);Sin estándar
TALCAHUANO;8110;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;1,70400000000000e+01;Promedio per cápita de frecuencia de TP mayor;Sin estándar
TALCAHUANO;8110;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;0,00000000000000e+00;Índice;Sin estándar
TALCAHUANO;8110;BPU_7;2020;Distancia a centros de salud primaria;1,18567000000000e+03;m;Hasta 1.500 metros de distancia
TALCAHUANO;8110;BPU_3;2020;Distancia a establecimientos de educación básica;6,41720000000000e+02;m;Hasta 1.000 metros de distancia
TALCAHUANO;8110;BPU_1;2020;Distancia a establecimientos de educación inicial;4,77990000000000e+02;m;Hasta 400 metros de distancia
TALCAHUANO;8110;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,43000000000000e+02;m;400 metros de distancia máxima
TALCAHUANO;8110;BPU_22;2019;Distancia a parques públicos;1,98134600000000e+03;m;Hasta 3.000 metros de distancia
TALCAHUANO;8110;BPU_20;2019;Distancia a plazas públicas;3,69258288000000e+02;m;Hasta 400 metros de distancia
TALCAHUANO;8110;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;2,20800000000000e+03;m;Sin estándar
TALCAHUANO;8110;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;4,78759224000000e+00;Número de horas promedio / año;Sin estándar
TALCAHUANO;8110;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;0,00000000000000e+00;Relación (Monto per cápita en pesos / hab);Sin estándar
TALCAHUANO;8110;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;0,00000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
TALCAHUANO;8110;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;2,19770504019653e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
TALCAHUANO;8110;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;7,57829324205700e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
TALCAHUANO;8110;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);2,84244109399738e+01;Porcentaje;Hasta 30%
TALCAHUANO;8110;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);3,47000000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);6,17000000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;3,52100000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;2,74668468515501e-02;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;2,57000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_41;2019;Porcentaje de equipamiento crítico expuesto a inundación por tsunami;5,28200000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;9,98000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;1,66500000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;7,91000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;4,58000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;6,91099870092439e-01;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;4,24000000000000e+01;Porcentaje;100% de veredas en buen estado
TALCAHUANO;8110;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;3,74307586509178e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;7,64500000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;6,63000000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;4,97600000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_48;2018;Porcentaje de población expuesta a inundación por tsunami;4,32200000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;EA_36;2022;Porcentaje de residuos municipales valorizados;8,17547966342134e-01;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;4,77272727272727e+01;Porcentaje;100% de las UUVV de una comuna.
TALCAHUANO;8110;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;6,25413508769276e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,59000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;5,88000000000000e+00;Porcentaje;Sin estándar
TALCAHUANO;8110;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,26900000000000e+01;Porcentaje;Hasta 10%
TALCAHUANO;8110;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;1,47382447356201e-01;Porcentaje;Sin estándar
TALCAHUANO;8110;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;1,35800000000000e+01;Número de intersecciones promedio.;Sin estándar
TALCAHUANO;8110;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;1,79400000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;2,37300000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;1,16000000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;3,24700000000000e+01;Porcentaje;Sin estándar
TALCAHUANO;8110;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,21000000000000e+00;Relación (Matrículas / Población);Desde 1
TALCAHUANO;8110;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;8,30000000000000e-01;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
TALCAHUANO;8110;IS_32;2018;Requerimiento de viviendas nuevas urbanas;2,54700000000000e+03;Número de viviendas;Sin estándar
TALCAHUANO;8110;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);1,76000000000000e+00;m²/hab;Sin estándar
TALCAHUANO;8110;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);4,37000000000000e+00;m²/hab;Sin estándar
TALCAHUANO;8110;BPU_29;2018;Superficie de áreas verdes públicas por habitante;4,26000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
TALCAHUANO;8110;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;9,23535554922624e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
TALCAHUANO;8110;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;3,07160855589307e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
TALCAHUANO;8110;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,51056638342231e+02;Tasa;Sin estándar
TALCAHUANO;8110;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;7,53703762201093e+01;Tasa;Sin estándar
TALCAHUANO;8110;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;8,26989291467922e+01;Tasa;Sin estándar
TALCAHUANO;8110;IS_39a;2018;Índice de segregación de la población vulnerable;4,05981673560422e-01;Índice;Sin estándar
TEMUCO;9101;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;1,07200000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
TEMUCO;9101;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;8,20000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
TEMUCO;9101;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;8,38707598975472e-02;kg/hab/día;Hasta 1 kilogramo / habitante / día
TEMUCO;9101;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;5,05274981877581e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
TEMUCO;9101;EA_22;2021;Consumo de energía eléctrica per cápita residencial;7,87684131977131e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
TEMUCO;9101;EA_33a;2022;Densidad de hogares en campamentos;3,31417624521073e+01;Densidad (Número hogares/ha);Sin estándar
TEMUCO;9101;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;1,12600000000000e+01;Promedio per cápita de frecuencia de TP mayor;Sin estándar
TEMUCO;9101;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;0,00000000000000e+00;Índice;Sin estándar
TEMUCO;9101;BPU_7;2020;Distancia a centros de salud primaria;1,24369000000000e+03;m;Hasta 1.500 metros de distancia
TEMUCO;9101;BPU_3;2020;Distancia a establecimientos de educación básica;8,30990000000000e+02;m;Hasta 1.000 metros de distancia
TEMUCO;9101;BPU_1;2020;Distancia a establecimientos de educación inicial;6,19500000000000e+02;m;Hasta 400 metros de distancia
TEMUCO;9101;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,34000000000000e+02;m;400 metros de distancia máxima
TEMUCO;9101;BPU_22;2019;Distancia a parques públicos;8,50519275000000e+02;m;Hasta 3.000 metros de distancia
TEMUCO;9101;BPU_20;2019;Distancia a plazas públicas;2,54434634000000e+02;m;Hasta 400 metros de distancia
TEMUCO;9101;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;2,73800000000000e+03;m;Sin estándar
TEMUCO;9101;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;7,93367155000000e+00;Número de horas promedio / año;Sin estándar
TEMUCO;9101;IG_91;2018;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;1,14000000000000e+03;Relación (Monto per cápita en pesos / hab);Sin estándar
TEMUCO;9101;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;6,22000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
TEMUCO;9101;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;3,19151378779877e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
TEMUCO;9101;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;2,62406066828265e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
TEMUCO;9101;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);3,93395392039006e+01;Porcentaje;Hasta 30%
TEMUCO;9101;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);3,68000000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);6,24000000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;IS_201;2020;Población estimada de migrantes internacionales por comuna;1,05060000000000e+04;Porcentaje;Sin estándar
TEMUCO;9101;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;3,48200000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;4,18388841685583e-02;Porcentaje;Sin estándar
TEMUCO;9101;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;6,42000000000000e+00;Porcentaje;Sin estándar
TEMUCO;9101;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;6,00000000000000e-02;Porcentaje;Sin estándar
TEMUCO;9101;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;1,78100000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;1,65100000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;1,03700000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;2,06000000000000e+00;Porcentaje;Sin estándar
TEMUCO;9101;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;5,59590491249698e-01;Porcentaje;Sin estándar
TEMUCO;9101;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;4,51600000000000e+01;Porcentaje;100% de veredas en buen estado
TEMUCO;9101;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;3,58458310997050e+01;Porcentaje;Sin estándar
TEMUCO;9101;EA_10;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE);8,15000000000000e+00;Porcentaje;Ld > 65 dBA OCDE
TEMUCO;9101;EA_90;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE);2,74000000000000e+00;Porcentaje;Ln > 55 dBA OCDE
TEMUCO;9101;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;8,71000000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,31500000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;8,53900000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;EA_36;2022;Porcentaje de residuos municipales valorizados;1,35267810565309e+00;Porcentaje;Sin estándar
TEMUCO;9101;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;4,75000000000000e+01;Porcentaje;100% de las UUVV de una comuna.
TEMUCO;9101;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;6,90522589322986e+01;Porcentaje;Sin estándar
TEMUCO;9101;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,84000000000000e+00;Porcentaje;Sin estándar
TEMUCO;9101;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;6,29000000000000e+00;Porcentaje;Sin estándar
TEMUCO;9101;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,26000000000000e+01;Porcentaje;Hasta 10%
TEMUCO;9101;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;4,10965356444738e-01;Porcentaje;Sin estándar
TEMUCO;9101;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;2,36200000000000e+01;Número de intersecciones promedio.;Sin estándar
TEMUCO;9101;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;1,07900000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;1,44400000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;7,06000000000000e+00;Porcentaje;Sin estándar
TEMUCO;9101;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;1,73900000000000e+01;Porcentaje;Sin estándar
TEMUCO;9101;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,43000000000000e+00;Relación (Matrículas / Población);Desde 1
TEMUCO;9101;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,13000000000000e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
TEMUCO;9101;IS_32;2018;Requerimiento de viviendas nuevas urbanas;5,05100000000000e+03;Número de viviendas;Sin estándar
TEMUCO;9101;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);5,10000000000000e+00;m²/hab;Sin estándar
TEMUCO;9101;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);5,73000000000000e+00;m²/hab;Sin estándar
TEMUCO;9101;BPU_29;2018;Superficie de áreas verdes públicas por habitante;9,36000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
TEMUCO;9101;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;7,04444631232897e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
TEMUCO;9101;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;2,47406280033194e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
TEMUCO;9101;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,76463489019144e+02;Tasa;Sin estándar
TEMUCO;9101;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;7,66849653759716e+01;Tasa;Sin estándar
TEMUCO;9101;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;7,22815326555309e+01;Tasa;Sin estándar
TEMUCO;9101;DE_16;2018;Tiempo de viaje en hora punta mañana;4,50000000000000e+01;Min;Hasta 60 minutos
TEMUCO;9101;DE_29;2018;Tiempo de viaje en transporte público en hora punta mañana;5,00000000000000e+01;Min;Hasta 60 minutos
TEMUCO;9101;IS_39a;2018;Índice de segregación de la población vulnerable;4,14022327524973e-01;Índice;Sin estándar
TIERRA AMARILLA;3103;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;4,05900000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
TIERRA AMARILLA;3103;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;1,00000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
TIERRA AMARILLA;3103;EA_34;2019;Cantidad de residuos eliminados con disposición final per cápita;7,90625413387329e-01;kg/hab/día;Hasta 1 kilogramo / habitante / día
TIERRA AMARILLA;3103;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;3,43937039098372e+03;Kilovatio hora (kWh)/hab/año;Sin estándar
TIERRA AMARILLA;3103;EA_22;2021;Consumo de energía eléctrica per cápita residencial;5,43828301099207e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
